"Guid","AccountId","Application__c","Case_Checkbox__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
1b601ff5-6b0e-4bbf-897a-40e4077e810b,38d42ecd-2873-4e1f-b006-346f47baf663,"#N/A",false,"#N/A",21a973ed-dab1-41c4-9fca-85998a197ce8,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1bb333bd-6521-416d-9623-e85b7495ab39,fa068bc0-228d-40f6-bce7-6fbbfe0532da,"#N/A",false,"#N/A",0aac76a3-937d-4ae6-8276-9eb88b28ba38,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1bcc1a66-f614-4c2a-8067-0878f5fb3b48,b2edde34-c7db-44f9-bb20-6579f29ba9ed,"#N/A",false,"#N/A",c704623a-1335-4919-859e-08cb15c41091,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1c4b5f33-1467-46e3-a876-5a4511a12496,bf628e49-41f3-4ce8-a940-7f2fa1a9007a,"#N/A",false,"#N/A",2164fee4-3bc7-4433-b01d-c2501ee3ef78,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1c7f19b5-7146-44a5-b94e-8fac7a51548e,9b4229d1-5284-450e-878f-5ca218c600e4,"#N/A",false,"#N/A",3e2b47bb-5526-489c-bcc2-4096967b43dd,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
1c9dc130-4803-422d-a601-fc5f8d480d67,fe271183-0f8c-4d54-a0be-46d539c0442c,"#N/A",false,"#N/A",93f2634a-6950-41a7-8ad3-f2caec049ca5,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1cba8ce8-e1be-407a-aa3f-5cde2f98f0f9,f26d233a-47cc-4c45-b05a-b49f378d8ea0,"#N/A",false,"#N/A",572f8ff8-62c5-4712-9784-048131c93b63,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
1cdcab56-a9b0-4dbb-83f9-359ea3139b40,d00f2b29-8713-4062-8a8f-127f4b18c440,"#N/A",false,"#N/A",f7fdb407-e5e4-41de-a7cc-4a27a8568e27,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
1cde898c-e64d-4a0b-ad07-7c7f4fd1206b,aafe5402-b135-4ca9-a1cd-7d2fc68f56ca,"#N/A",false,"#N/A",fa03196a-e2c9-452c-965b-a751ef0a95ef,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1cf8c796-d163-4038-a704-580948e047c7,fe271183-0f8c-4d54-a0be-46d539c0442c,"#N/A",false,"#N/A",3125233b-a12c-4673-b42c-baee1d3baee3,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
1d0a5982-6f6a-4a4b-97c8-9e26bb0a94df,6d0088c2-2543-49ca-af6c-9bda0ecab8a7,"#N/A",false,"#N/A",be849335-bfc7-41af-a5cc-79d13a522876,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1d222fc2-3eb0-49f7-9c20-dd67f699504c,7eec69d5-c57b-41a2-888b-9d1a16aebb06,"#N/A",false,"#N/A",e04ac9f1-e722-4c5e-b54f-45c0fe849786,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
1d87ee74-9886-4b47-8b0f-245016e9d754,fa068bc0-228d-40f6-bce7-6fbbfe0532da,"#N/A",false,"#N/A",3dd6aff7-f96e-4f2c-b338-f12e4552d0e7,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1da3c283-d0ef-41e0-a9cd-b68fa5b0379b,8372b05d-3a7e-4d05-8dd6-9e45dc97a56c,"#N/A",false,"#N/A",82106ace-6438-493c-bd45-0115cbf0ff23,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1daef96d-75b5-4e1e-9665-ceb108e7f744,fa0b2631-1112-4519-b2f6-d4f66cd01d48,"#N/A",false,"#N/A",8779394b-63e3-48c5-8252-80f864be7157,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Escalated,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1dce4dec-8356-4e03-8ddc-85c2f351a5c9,6ed69143-9f10-451c-bf89-451e636f6465,"#N/A",false,"#N/A",489c9326-6309-45c5-a2ae-44cbb1995789,We just hired 3 new Sales Reps and would like to assign them Sales Enablement Suite licenses.,false,"#N/A",Medium,User didn't attend training,On Hold,Installing Software on my new Device,"#N/A","#N/A","#N/A",Question,"#N/A"
1dd34bfc-1ed9-4f7f-b45f-25d18be74237,5d950c48-efeb-4038-81da-e6a20e591907,"#N/A",false,"#N/A",8297c0a7-59a4-4f31-8211-aa591b6915bf,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1e2b5f05-7e33-4a63-9d69-97c6408432ec,acb65e12-e09c-4193-b3be-041faa98d4e7,"#N/A",false,"#N/A",8aea0cf0-28f5-4615-abb6-6e5a97d382ca,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1e3ac5f9-82b3-4d67-8e11-b0819d9a594b,"#N/A",Revenue Cloud,false,"#N/A","#N/A",Promotional pricing is incorrect.,false,"#N/A",High,"#N/A",Approved,Incorrect pricing,"#N/A","#N/A","#N/A",Change Request,Data
1e93abef-9c22-4cb2-82b6-f77b349797d7,e4257256-fb15-43e0-8a17-cc1c90bb9de4,"#N/A",false,"#N/A",2282e86b-2a8d-445c-8742-f4f4a2ac35f0,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1ebf06d3-91d4-4f12-9365-d765078be9df,26214f44-f0ee-419d-8b57-072b0bef6dd7,"#N/A",false,"#N/A",9af4f78c-cf25-4b37-8071-1937991d482d,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1ec2f940-5a08-4fc8-ac49-3ea7d069e45f,877e70fd-5ad4-4a16-80df-10b4f839691d,"#N/A",false,"#N/A",e9b1232e-83c4-4057-b95b-82bab7b9695c,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1ecfecfd-67d6-46f4-b3c3-8527a86fa8ce,7eec69d5-c57b-41a2-888b-9d1a16aebb06,"#N/A",false,"#N/A",8a36d859-e615-4e42-9c13-6a218fceeb97,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1f1b5b89-14e4-460d-8275-1c63b3b90233,9b4229d1-5284-450e-878f-5ca218c600e4,"#N/A",false,"#N/A",14fb904d-1cf1-4991-9b2b-2425b19d9f54,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1f7a2d19-edab-490e-a3c6-1b3fec748bb3,56b75f34-41d2-443a-a868-80c78bb7d4ee,"#N/A",false,"#N/A",ad824cf8-c2af-41f2-8f01-56edd760dd27,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
1f8eb409-3c5a-4ca8-8783-d87de392d798,3abb8f98-ebce-48e0-80f5-d1830442dbc7,"#N/A",false,"#N/A",a0b8557a-4c34-483d-ae49-dbf6259c6354,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1fb5c6af-43ab-4033-8a62-3684a6ee15df,94be5959-c3d8-4953-aa63-b35a48dbf95b,"#N/A",false,"#N/A",b2475e0d-b268-4159-a8c7-0ea6056844b2,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1fb6af0c-33da-45d9-a889-fcb3e82bd411,5f173d3f-a282-4402-8e37-306577c2418f,"#N/A",false,"#N/A",0e49ebe8-378c-49ae-be2a-fc5ba56dc7fd,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1fbe66d7-ff95-46e7-8499-9f449c52bf58,59264a1a-301e-43c5-ba3c-5c4e8964e4a4,"#N/A",false,"#N/A",5e9fbc5b-edd1-4195-8ae0-ec7c6ec96d45,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
203ab164-ccb4-4b2b-882f-eb4959e64aa8,94be5959-c3d8-4953-aa63-b35a48dbf95b,"#N/A",false,"#N/A",6ea3f214-6300-4382-a122-08e45d9eb8b2,I'd like to add a few new users at one time.  Is this possible?,false,"#N/A",Medium,Instructions not clear,Escalated,Can we add multiple users at once?,"#N/A","#N/A","#N/A",Question,"#N/A"
20630089-848b-4eaf-8672-5f7a6dc21b39,efb12ca0-b7ab-440a-9f65-b3a43d600366,"#N/A",false,"#N/A",3ca25c4d-859c-409b-86b8-a3804c8d8dd9,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
2078f349-8678-468c-beb4-d49d6047e3e6,06bdeec8-0b00-48d5-a82a-905cbc580ebf,"#N/A",false,"#N/A",9c130144-a441-4483-974b-00a23a748950,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
20f81f3c-6121-4678-a020-27cd5ff0e6fb,efb12ca0-b7ab-440a-9f65-b3a43d600366,"#N/A",false,"#N/A",f3e05735-e2d7-45d8-994f-213f3d1db3ca,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2114527a-b536-4961-bd67-2008c4889324,ed7f386b-6f17-49a1-8376-02084bafcb25,"#N/A",false,"#N/A",65ba6764-3e18-4e20-bc50-9f4b68dd095d,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
211b00ce-989b-473b-87a2-c792e902ae54,07881e10-8e23-4ab3-980e-ff3152fae21c,"#N/A",false,"#N/A",521aa8f9-2ba6-444e-9ccc-591e4bd78707,"#N/A",false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
211b943f-4d84-4363-96dd-e161b2e22899,f3b72021-3233-4c36-b647-c189f0201547,"#N/A",false,"#N/A",4a98cad5-1b9a-43f0-9ad1-9789746c7a2a,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2126574f-b5cf-4bc2-b284-899e25cd25e1,7eec69d5-c57b-41a2-888b-9d1a16aebb06,"#N/A",false,"#N/A",65555d33-4052-4607-b87e-e42e5d194b97,We received our new widgets but need assistance installing them to work with our customized implementation.,false,"#N/A",Medium,Complex functionality,Rejected,Need help installing widgets,"#N/A","#N/A","#N/A",Problem,"#N/A"
216d9922-6f53-4df5-ae93-b5819684d97e,8d1172e9-b8b2-4679-a860-0da05e61c289,"#N/A",false,"#N/A",ce8e8587-768f-479a-b32d-ba13a624d2d1,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
217bd173-53e6-4d8a-be4b-453bf4ca56e5,6a4c9979-cc4a-4053-ab81-c6bc82e793ad,"#N/A",false,"#N/A",a4c361f9-cb3f-4c16-9dc6-ac2cd4614f53,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
218017b5-42f1-4f26-befb-69c97aa2baeb,e2278e2e-118c-4a8b-9544-8bc9fd7a5ca5,"#N/A",false,"#N/A",d204eaa4-a676-474b-8072-2b012ab01996,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2186fbda-1d62-4254-9260-edbced0e1290,efb12ca0-b7ab-440a-9f65-b3a43d600366,"#N/A",false,"#N/A",83b5cfb3-105c-4fb7-999c-7ab5ee9617d7,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Escalated,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
21d1a674-cdb2-436a-a163-6bedcd33f44c,f26d233a-47cc-4c45-b05a-b49f378d8ea0,"#N/A",false,"#N/A",a9c32ceb-779a-4276-8920-6dea68364b07,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22100a14-0e72-4e1c-93cb-af326d06d718,1b8d74dc-4925-4238-a0c2-dd630cac9fa4,"#N/A",false,"#N/A",1e1555f8-0778-456d-99da-5c00abbde72e,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
221fb6b5-b77b-4548-bb91-a2ba864e6b82,b2176b9e-ff4e-4ea9-8458-01817a3296f9,"#N/A",false,"#N/A",543f4061-0e9d-4a63-b40c-1b68e2da637e,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
229d95df-324b-400a-a916-b35fa6ddcbfb,34cb81f2-7c97-4807-94f2-add143d2ec0b,"#N/A",false,"#N/A",ed4fb6fb-785b-40b6-92bf-ab9deeeda30f,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
229ed465-e901-40d4-b6b1-b882cf21bb9e,bd2199cd-d784-421f-b23d-2fc775874722,"#N/A",false,"#N/A",aee1fc69-88f7-4a0e-bff0-9782073f2c24,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22a9d74b-a2a0-45fe-847f-441d89a9f470,5ff58f44-06ae-46a4-ab21-8a33cd7ff265,"#N/A",false,"#N/A",31b50b48-bd20-40aa-8702-ab78c997412c,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
22add4b8-cec6-44cf-b336-0d212167a7f2,56b75f34-41d2-443a-a868-80c78bb7d4ee,"#N/A",false,"#N/A",71409bdc-a2ad-49f5-81f3-b663e0d77a20,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22bed6b3-e1b7-421b-a57e-41d61079b5cd,11dcd51c-0534-48e0-a1e2-7635840bc51a,"#N/A",false,"#N/A",b8d11f97-acd7-4524-90c5-dc18a167a0cb,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22c5e1b9-12bb-4bc2-b7b0-0ed71c17b0d3,6c40eb60-e11d-4540-98e6-11f5230fcf0a,"#N/A",false,"#N/A",100b6805-52b4-448d-b5a5-13a62fc8f3d3,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22d13443-1315-46b5-8fbc-fd7cbfcbc5cc,a6cd4c93-1ecd-42b8-9e58-c0e36c33c120,"#N/A",false,"#N/A",63ca15ca-23a2-4b3a-a447-7e85427138c5,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22dbc09e-c747-496c-9999-c5c55a78a453,decbf90c-0dd5-466c-8deb-a05452591608,"#N/A",false,"#N/A",e84e1dba-ce88-42b8-8945-c942b2e02fa3,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
23337e62-9bcb-4a58-a147-b66ed03697d2,5346f59f-31de-4251-b8bf-8e8ef12d3ba5,"#N/A",false,"#N/A",cb707666-f6eb-4abe-847a-25bacf18a069,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
234e25e9-4bfa-436c-81b3-26fa6560177a,5b6d54a1-1d94-4460-80e1-20dd6dc1f530,"#N/A",false,"#N/A",8225f5db-9a22-4fa3-81f7-387e5a721866,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2381c802-e628-4f91-9275-3bd62e65a7ad,71e4cbe7-b6af-4dd1-9dc7-eef3204a0846,"#N/A",false,"#N/A",aab3d7ae-2bbf-49eb-a2dc-f9bb3f908b63,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
239cb590-c306-469e-ab9e-44071a62c78a,59264a1a-301e-43c5-ba3c-5c4e8964e4a4,"#N/A",false,"#N/A",536f5ebd-0952-4975-820a-71ff1db76d7b,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
23a869de-cc93-46fe-b806-d9c548cc3ded,3abb8f98-ebce-48e0-80f5-d1830442dbc7,"#N/A",false,"#N/A",bf02c650-a372-4b31-9d4d-c0b38126c712,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
23dc15a0-c49e-41ad-9217-408d18b72980,efb12ca0-b7ab-440a-9f65-b3a43d600366,"#N/A",false,"#N/A",e9c198b5-19f9-425e-9bd4-686911317ab6,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
23de400f-7b81-41a3-8de4-da1bb69a82ce,1f153ecd-0fe3-4c6a-a7f7-661d4dfd10e3,"#N/A",false,"#N/A",71277026-9347-4fcc-9551-4c3d757ac5e8,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
24026e6b-abba-47a5-a39b-366597e6ec29,aa2d6342-d459-4c8f-8dcd-2a3caf4d9b0e,"#N/A",false,"#N/A",2a127d25-3faf-4311-b349-54e20098b5cf,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
241cf6b7-16c8-4800-8f1f-b6099d040c65,21a1e7c8-a2dc-4503-b1c9-f22cefa98d52,"#N/A",false,"#N/A",343e7b47-1fd2-460e-8c8c-0655b2508825,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
242e520a-2107-429a-9610-c8e5c99bb928,ed7f386b-6f17-49a1-8376-02084bafcb25,"#N/A",false,"#N/A",672110dd-fd3b-408d-b3bb-7bd5d470cae0,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
244b4f43-a72a-4f8b-b1af-7d246fd97dea,decbf90c-0dd5-466c-8deb-a05452591608,"#N/A",false,"#N/A",a52c7448-1d96-4a68-a883-2ca7d636d08d,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,On Hold,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
246c60b4-2b35-4b9f-a3db-fd99d713b75e,aafe5402-b135-4ca9-a1cd-7d2fc68f56ca,"#N/A",false,"#N/A",85f4812b-d1a9-426b-8e63-71db3c7dadd5,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2484c5a2-5640-4271-b039-478ce8ec2a46,3abb8f98-ebce-48e0-80f5-d1830442dbc7,"#N/A",false,"#N/A",85748fcd-5021-4357-b74f-abbd4be95970,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2495c0c2-f288-4a7c-8405-3dd23d74fecb,02b034f4-41c1-41bc-8011-56cb07a6008f,"#N/A",false,"#N/A",6caccae0-9559-47ae-9321-bb62c6e3525d,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
24c2c7b2-5127-46fb-87e3-20afd658db3b,21a1e7c8-a2dc-4503-b1c9-f22cefa98d52,"#N/A",false,"#N/A",eda24ae4-79b6-4a7f-b640-c22f386f2019,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2526d7cc-4185-4618-bc9a-cd1438fe9afe,e2278e2e-118c-4a8b-9544-8bc9fd7a5ca5,"#N/A",false,"#N/A",c8838e4a-c572-44fc-92a5-1e00a368173e,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
2581664a-9807-4aef-8c61-79e854657f52,e9bf4039-ed13-4699-b39f-269ad0255c57,"#N/A",false,"#N/A",c32766ee-c54a-4b81-8289-f0fc718e6bae,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
25b10ae8-0819-4f4d-9f8d-e78fceaf7064,0a5b812a-d57a-45ad-abaa-4465b1a265eb,"#N/A",false,"#N/A",fe35e1ed-2bde-430e-8c31-4d10654d77ad,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
25c1741f-62c7-49b2-9ec1-4534a3af9b9d,877e70fd-5ad4-4a16-80df-10b4f839691d,"#N/A",false,"#N/A",c5bc5994-b6fd-4cb7-b13c-6aa6423437b2,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
25ccb0ec-af84-4fbd-b6c2-1703d598444a,f394c477-1fc8-4042-a019-34fc2ecf2cea,"#N/A",false,"#N/A",9b50060e-a68a-461f-82f7-aa6feffcf967,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
25dccdfe-2702-4939-a2ba-306bb749d996,5f173d3f-a282-4402-8e37-306577c2418f,"#N/A",false,"#N/A",8c88e395-aa41-4edf-a112-55694cecb704,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
25f94dff-027d-41d0-81e0-05ecd765d59e,bdd5114f-a344-4ca4-8dd4-214666b304eb,"#N/A",false,"#N/A",06557063-453f-4293-bf19-8cf739441815,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Escalated,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2601b2ad-62b8-4f67-a297-6a9708e0382c,35728350-49b2-42d7-a1b5-8ed5aeadd3a0,"#N/A",false,"#N/A",c38120c0-8dfb-499b-b7d0-5490676c972b,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2628dde0-89de-49a9-bba6-3af169e57281,efb12ca0-b7ab-440a-9f65-b3a43d600366,"#N/A",false,"#N/A",5c4ba98d-871e-4402-baf9-f4f6d1619dd1,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
265bf0c9-23e6-4ab6-901f-5088e41a897e,3abb8f98-ebce-48e0-80f5-d1830442dbc7,"#N/A",false,"#N/A",1d08fa18-4875-4447-a0fd-1dae12ef5e4d,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2674e708-f9e0-4649-9905-fb09ac70e7cd,8599b326-90dc-46e5-a667-d916e8c20c28,"#N/A",false,"#N/A",42718ea6-fbf4-46cc-9292-b6d9542d60fe,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
