"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","Pricebook2Id","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
02cd4156-cca1-4609-9b80-73a6cd165451,6c40eb60-e11d-4540-98e6-11f5230fcf0a,11250.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Edgepulse - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
02ed1263-45da-4735-b83c-6b1a80c179ee,57afd48c-78fe-43bc-9bd2-5369132cf8cb,100082.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Buzzshare - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
034485db-a9bb-4b7b-9ce2-0b72b33d1fee,9a3fd42c-49f5-4db4-948f-5048657614c0,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Browsecat - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
035edf02-b368-4f37-95a5-ac880574e677,8d1172e9-b8b2-4679-a860-0da05e61c289,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Talane - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0490c09d-66bb-4dd3-8a24-5683ae1fb9b5,6898164b-aa4a-41f0-9053-a853732b8224,75000.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Kwideo - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
05d7ab75-0f60-4e2f-b8cc-fdfaf21621cb,0380d4fc-18b1-4c0f-9ab0-48b2db9470d8,75650.0,2021-12-07,760fbcf0-d4f0-4222-b8d6-c83aaf80130e,"#N/A",Pipeline,"#N/A",Skyvu - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
05efd315-c803-4ae0-b160-4b2e18519bb5,2d743776-20fb-48f5-a02e-b415dcf9518e,11250.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Aibox - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
05f98583-3c71-4f59-b6cf-a355c1a1ade8,b2176b9e-ff4e-4ea9-8458-01817a3296f9,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Flipbug - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0613123f-57bb-41ee-913e-1525c3174c5b,b57e6cfb-9033-433b-8984-1fcd165516ac,11250.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Meembee - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
062c9312-40c9-43ac-83c9-c54ba28d07e8,6898164b-aa4a-41f0-9053-a853732b8224,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Kwideo - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
065fceff-58fc-450b-8cde-1b6b2e853863,aa2d6342-d459-4c8f-8dcd-2a3caf4d9b0e,72395.0,2021-09-19,"#N/A",This deal is looking good so far.,Omitted,"#N/A",Gigaclub - Additional Sale,Where do the decision makers stand?,9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
06771c18-bbe0-49df-9a1f-482aadf0731e,a114c42d-6ea2-4ea1-a4e7-38881919595c,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Dynazzy - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0753ca6a-fe65-49bd-8cd6-b36a927196f0,3e589d45-2496-4353-81e9-3a096375a335,18350.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Topicshots - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
07b4eed5-185f-428c-a802-0e95c2f08d15,dbcb2f95-52d2-48ce-b0e0-01c5845a6277,34995.0,2021-10-23,"#N/A","#N/A",Pipeline,"#N/A",Skyba - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
080f5085-0edb-4ef2-b74f-14dd8102d625,0b7d7759-4eb3-40bf-a14b-187b426dfde9,34995.0,2021-12-14,"#N/A","#N/A",Pipeline,"#N/A",Feedbug - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0a8aff71-31ca-452f-8f5f-1482c11de5db,9d4ba725-0022-4940-9a2a-0df6a4e1fb36,11550.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Topiclounge - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0ae6ce1f-693d-4bbc-b520-b624c5d1cd3b,26214f44-f0ee-419d-8b57-072b0bef6dd7,32395.00000002,2022-02-01,"#N/A","#N/A",Closed,"#N/A",Wordtune - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0b004aa8-63f3-4039-8bf0-3a3d4632f7e3,02b034f4-41c1-41bc-8011-56cb07a6008f,34995.0,2021-11-15,"#N/A","#N/A",Pipeline,"#N/A",Browsetype - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0b51270d-b4c5-4afc-88ef-04a38c47b108,9bcb24e8-8d86-49bf-8957-8450c6a8de5d,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Skaboo - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0c424e5d-6cfb-49a7-a7a9-c897fefbde21,693c3e37-5bc6-44c4-a96e-afc43266fbca,11550.0,2022-02-02,"#N/A","#N/A",Pipeline,"#N/A",Kimia - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0c4ce6af-c11f-4cdf-a152-7b4a9e458d9d,2adc1491-3ed9-47d2-92e9-4594af8f06ae,75000.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Bluejam - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0dcfdd46-95a8-4a05-a35a-bace01646d94,6126ee6e-2a3f-44ae-b350-5e9db44b8956,29995.0,2021-08-06,"#N/A","#N/A",Closed,"#N/A",Kwimbee - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0de8946c-ab48-4656-a91e-2b577b17247a,ea06cd35-ad47-4b8f-9303-b479e0b0f7b8,29995.0,2021-09-21,e0e48f85-f388-4390-95eb-7e7b3d1d7290,"#N/A",Closed,"#N/A",Wikizz - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0dee8f92-233a-4444-87de-63e1644b13ad,18d8ad3e-ff5c-4693-be3b-b16fec484f41,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Thoughtworks - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0e3ff132-bbd9-48cd-8c88-ab1e7aa1ede3,120341ec-0407-4a7e-8735-24750b718b17,34995.0,2022-03-07,"#N/A","#N/A",Pipeline,"#N/A",Jaxworks - Additional Sale,"#N/A","#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0ebd8ef2-bdab-4fe6-a399-8a34f0813ae6,2b2eb896-411b-4481-bd30-98f28038ff6f,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Gabcube - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0f0f3894-eb47-4c41-be23-1ae5e63ef7ac,a5f7a621-6025-4a71-99cf-2fe1f1f1e47a,34995.0,2021-12-13,"#N/A","#N/A",Pipeline,"#N/A",Voonix - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0f5774d2-416b-4f79-8677-063952fe5fd7,a907dd03-3aa1-4ffc-a447-71616f7d1a30,18350.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Buzzbean - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0f67ef94-46f8-4c0e-975d-264ecdcd477b,b1fce8b2-b372-4d6a-9f1b-81caf29c80cf,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Jaxspan - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0f9238da-6abd-4e3d-a6c2-4fd6249b893b,65b06c3b-022a-453c-98da-c989971b4ebf,32395.00000002,2022-02-01,"#N/A","#N/A",Closed,"#N/A",Oyoba - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0fc148e0-43da-49c7-bb37-250b04771ba1,a6cd4c93-1ecd-42b8-9e58-c0e36c33c120,32395.00000002,2022-02-01,"#N/A","#N/A",Closed,"#N/A",Podcat - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0fdad997-e354-4017-8895-4ec24b3738e1,8d1172e9-b8b2-4679-a860-0da05e61c289,72395.0,2020-03-07,"#N/A","#N/A",Closed,"#N/A",Talane - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
101d1a0d-0718-462c-b8c8-f87c25db8d49,f945c1e9-5290-4820-bd22-ee3f81a61e95,51495.0,2021-12-13,"#N/A","#N/A",Pipeline,"#N/A",Twiyo - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
104674dc-1a86-41ab-b67f-d2bb98d3037c,7544474c-afe4-43af-a756-bdc7180137c1,11550.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Trudoo - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
10ca2440-adbb-4b9e-8184-d33685d2b67a,97841fd2-ea3d-4206-96aa-ab96682dd6f1,32395.00000002,2022-02-01,"#N/A","#N/A",Closed,"#N/A",Edgetag - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
10dc3e48-7c56-4f7d-8566-c493cdeff6d5,57afd48c-78fe-43bc-9bd2-5369132cf8cb,72395.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Buzzshare - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
10e8281e-d239-4a68-9f99-9ac7c9f61016,11f86bd2-8313-4efb-9873-0ae30b35f70a,34995.0,2021-12-14,dfe42620-dbc6-4934-bb9f-b35a04a102e3,"#N/A",Pipeline,"#N/A",Tazzy - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
11559358-6d28-48d5-bc7c-083d495f7997,35728350-49b2-42d7-a1b5-8ed5aeadd3a0,72395.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Zoombox - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
118ff549-706a-4c94-8907-ad8bc94c9fe1,1ec93c6c-5a9b-46bd-a126-479b0e2f4d08,32395.00000002,2022-02-01,"#N/A","#N/A",Closed,"#N/A",JumpXS - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
11e0f01d-3037-4974-bb4d-1c858a1dba6c,9b4229d1-5284-450e-878f-5ca218c600e4,34995.0,2021-10-11,"#N/A","#N/A",Pipeline,"#N/A",DabZ - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
12515eaa-36f1-44cf-9a7d-5cb41b16731e,6c40eb60-e11d-4540-98e6-11f5230fcf0a,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Edgepulse - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1271a9f5-15f3-4d49-875f-09458875c83e,0a5b812a-d57a-45ad-abaa-4465b1a265eb,100082.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Fliptune - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
12dca3ff-582a-4618-86e4-85630cd2e66f,6bdb41de-9f1d-4207-ba4a-b6f70d0f5ef9,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Dynabox - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
12e986fb-4a54-4461-bab5-a5aa1f0a4bb0,f3b72021-3233-4c36-b647-c189f0201547,34995.0,2022-02-18,"#N/A","#N/A",Pipeline,"#N/A",Jabbersphere - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
13e94c61-3e01-4a60-99f6-73a98fea3eca,56b75f34-41d2-443a-a868-80c78bb7d4ee,18050.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1432ef96-cd2c-4303-8232-88dfd5a1ce5a,ea06cd35-ad47-4b8f-9303-b479e0b0f7b8,100082.0,2022-03-25,"#N/A","#N/A",Pipeline,"#N/A",Wikizz - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
144ecfb4-9485-45ea-a366-b35ec87de245,78cad409-5244-42a3-becb-107281d70571,18050.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Vitz - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
15161060-c011-41d2-9cdd-ec6366534ee7,8a658184-15cb-4edd-b20f-49f21cb8267a,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Meeveo - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
15761c2f-4800-4cad-a7eb-caa1dcb707f5,6126ee6e-2a3f-44ae-b350-5e9db44b8956,74395.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Kwimbee - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
157cee15-3092-4e3c-90c2-b102a156cbec,41f52d86-1b00-461e-8b6b-aba60cec5e4c,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Zoonoodle - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
157dc825-ccf4-4e45-9a51-402c0098fe5e,aa8d8888-5768-4b14-82ee-13069db41b10,72395.0,2022-02-03,"#N/A","#N/A",Pipeline,"#N/A",Quimm - SOW 2,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
15e58416-a7aa-415d-a39d-2748dcd4d7cb,a5f7a621-6025-4a71-99cf-2fe1f1f1e47a,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Voonix - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1748b48f-5049-4ec0-85a9-ba1f3d6244e6,bf628e49-41f3-4ce8-a940-7f2fa1a9007a,72395.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Zoomlounge - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
17793723-f737-4ced-91a4-cf8b893be09f,6ef21b20-02d7-4b94-809c-ecc3a7b9972f,34995.0,2021-10-11,"#N/A","#N/A",Pipeline,"#N/A",Skimia - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
17946268-cc33-4821-9c53-fc3310a230d7,5346f59f-31de-4251-b8bf-8e8ef12d3ba5,34350.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Browsebug - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
180388fc-9f61-494f-9b34-1deaba479cf5,4af7ec61-fbf5-405b-8aaa-c28c0aa5342e,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Kamba - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
181c1dbd-a2fc-4d42-9d22-733169287378,a210dbf5-560e-4d74-81e3-3bad99e2aff5,50000.0,2019-05-24,"#N/A",Initial deal for 500 widgets. We expect follow-on business with a potential upside of 4000 additional widgets over the next 12 months.,Closed,Advertisement,salesforce.com - 500 Widgets,Closed!,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,Existing Business,"#N/A","#N/A",false,"#N/A"
19089f04-65f0-452a-88a5-a2a2ffdfe08d,4af7ec61-fbf5-405b-8aaa-c28c0aa5342e,34995.0,2022-01-29,"#N/A","#N/A",Pipeline,"#N/A",Kamba - Additional Sale,"#N/A","#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
