"Guid","Description","OpportunityId","PricebookEntryId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
0170a5a8-dea3-49b5-8acc-f50206c83ec1,"#N/A",937d95d7-16a6-4089-b645-57114ed9be26,b977666a-0c58-47fc-921c-5f0f24e4ecd3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
017b1d4e-8b22-4210-9224-2dbe94b47e88,"#N/A",a2a93500-e01e-4a3b-9c05-45d95e36f894,6f47e53c-45b4-432c-b30c-4fffbe8bb674,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0184a355-b8f0-410b-9063-85c70264278a,"#N/A",157dc825-ccf4-4e45-9a51-402c0098fe5e,855bb27b-fb3c-49ae-a9ca-303b252f029f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
01863722-a075-40d6-b857-aa8482a904bb,"#N/A",118ff549-706a-4c94-8907-ad8bc94c9fe1,8d174c97-4946-4657-94fd-0c8d3f139ad7,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
01871081-d400-475b-8277-e382c0da647e,"#N/A",aedf8afb-0146-47b6-a3f1-d18b217b70cf,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
01934429-5cab-4016-9958-6f3dba9e5712,"#N/A",fe378c93-63e1-4e43-baae-04877d6995b8,04fc3b7b-fcc6-427d-872d-a8355a1329c2,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
0195b9a8-b24f-43f2-970b-89f6e07a7d79,"#N/A",5cc95b5b-067f-4d44-9496-48cb5c7f5627,6d1d6853-ddbb-4e11-a295-b230d8240213,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
01a19195-9e06-47a5-ae6e-bc11fbbaa8d2,"#N/A",15161060-c011-41d2-9cdd-ec6366534ee7,855bb27b-fb3c-49ae-a9ca-303b252f029f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
01a636a9-91f0-4712-97f0-68feabdf0042,"#N/A",5fffe1d6-eac0-44b0-9646-b3e261c1d53d,89cc59b8-fba1-4a08-b7bf-99305aca2d2f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
01b346b0-f63e-411f-8265-7d10db9b73e9,"#N/A",c44bcf14-3ce6-444a-9263-6726eb48cbf0,c6dec705-2642-4382-87c0-2c6d9fee3f74,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
01b4b5fe-e3bc-4ee4-8843-ce079c94a482,"#N/A",7625230a-966d-4e27-87e6-3e19e7d53036,41919865-2e99-4e6d-be20-638f498ef1e3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
01b51fe8-da1b-4201-bbbb-f618ea9743ce,"#N/A",0ebd8ef2-bdab-4fe6-a399-8a34f0813ae6,107d7e5a-cce3-4463-ae63-0076064f9630,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
01bce869-f4b7-436c-a558-b6ee15e96d54,"#N/A",7131e845-dc7a-4cfc-a40d-3ff74363d16f,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
01c11a41-bd77-4dd2-8bbe-3d8afea3afc1,"#N/A",b9bfe2ec-0439-4955-9d51-3df4548c7b44,04fc3b7b-fcc6-427d-872d-a8355a1329c2,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
01c6792e-1800-424f-8b81-b4987546d0c9,"#N/A",0c424e5d-6cfb-49a7-a7a9-c897fefbde21,6d1d6853-ddbb-4e11-a295-b230d8240213,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
01ca1585-a1be-4a85-bff0-5bcc9c00f815,"#N/A",68ed3b54-7372-4921-9aea-afe9ea5a4479,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
01e4da9e-9f4f-4c41-88c1-a30a2c74233f,"#N/A",f1cf2847-e313-4e44-840d-3b7b5ea2bae3,04fc3b7b-fcc6-427d-872d-a8355a1329c2,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2900.0,580.0,"#N/A"
01f7e27f-4e9c-4a69-a590-ecc24fad9eeb,"#N/A",5bcaddbe-33f1-487c-9a21-d62d103ebbc4,b977666a-0c58-47fc-921c-5f0f24e4ecd3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
01fdc272-cf44-4b4d-8913-84a81d1b9f83,"#N/A",b989262a-74d3-4859-a5b2-1579cdc83eef,41919865-2e99-4e6d-be20-638f498ef1e3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
01fecc03-dbb2-46aa-a97d-1d95c94f34e2,"#N/A",8f1fdbbd-22f9-4d15-b89a-a9bc449908ad,2b287a94-9aa9-4146-ba80-825ec8f6af77,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
0201d7e7-3722-49ae-9367-b01614ef1163,"#N/A",b4628a17-a7ae-4da7-b1fc-87467dea94ed,89cc59b8-fba1-4a08-b7bf-99305aca2d2f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
02133ed5-bbe0-4179-a1f7-9043cd5e3b60,"#N/A",fc1322fe-ec46-4172-b5b5-bb7efa78c0c1,6d1d6853-ddbb-4e11-a295-b230d8240213,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
023b5a6e-a86d-4097-9d18-173ad2f9f417,"#N/A",7d5cd1df-2c33-489b-a981-d5c504a389f7,b977666a-0c58-47fc-921c-5f0f24e4ecd3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02517082-9ce0-45c0-bae6-62bbb7384858,"#N/A",51c0c686-71fa-45ac-8ae1-51a1d37b9062,8d174c97-4946-4657-94fd-0c8d3f139ad7,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0262ec56-0dfb-44f5-b1ff-43157a9988c6,"#N/A",2efc645a-efdb-4cfa-ab6a-2fa3909098a9,795eaacc-67f3-4322-a3ff-fcde1123a6eb,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
02664d21-e0fb-4cc2-8992-64136c9a8bf3,"#N/A",1dc0fb00-5633-4ecb-98ae-fd9995d3313d,ee201864-89bd-4993-8e27-9b1cd9767e9b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02720c02-792b-4c3c-b17c-fa0fda0caf81,"#N/A",a0e518a8-3d84-47b8-9a21-2f8bb430033d,6f47e53c-45b4-432c-b30c-4fffbe8bb674,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
027e0bc2-eb18-4c52-9fb6-e11bb12b5828,"#N/A",e0797590-4a26-41a5-995c-a6d4e1df25df,6d1d6853-ddbb-4e11-a295-b230d8240213,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
02980c7b-9088-4624-a4ee-0c986e70db0e,"#N/A",3e8a2238-4afe-4f7a-88e9-7adeb5b3e827,107d7e5a-cce3-4463-ae63-0076064f9630,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
02a0826d-22bb-4cfc-91a9-1d57d8c161a6,"#N/A",70c53e90-c27d-4be9-8141-f4d664b28b3a,855bb27b-fb3c-49ae-a9ca-303b252f029f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
02a26541-d19c-4dfa-b20c-004b84f8fbdc,"#N/A",70b67363-e5ec-46c1-b66f-aaf47837eb43,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
02b65e2a-1291-4ef4-99c8-f51f0f88ef54,"#N/A",2e4fb9fc-82e9-4c73-9ff3-783b7838e776,c6dec705-2642-4382-87c0-2c6d9fee3f74,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
02be5b97-f4a3-4ad9-90d5-1157a22b977b,"#N/A",2176ea2f-9009-4706-a757-4f0954695931,89cc59b8-fba1-4a08-b7bf-99305aca2d2f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
02c01266-7f4d-4a4f-8f81-69f7d5f50b97,"#N/A",8b4b98ee-e34f-4e2a-9fed-627e1695fe85,b977666a-0c58-47fc-921c-5f0f24e4ecd3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02daed55-9dde-48dd-9914-2f147b57a614,"#N/A",10e8281e-d239-4a68-9f99-9ac7c9f61016,ee201864-89bd-4993-8e27-9b1cd9767e9b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
031ccf6d-e3aa-4227-8a2a-cb5b57bd12b8,"#N/A",4780784e-3d0d-488d-bc96-8f99722c6291,48aac0ce-0d4b-4194-a5cf-fb988f60129e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
031eb99c-0239-413a-a96c-1b000371de45,"#N/A",e8617666-238b-4b60-aa6b-66051e643c63,107d7e5a-cce3-4463-ae63-0076064f9630,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
031ede6c-af68-4ae3-aa15-ba975be60f00,"#N/A",c9bcfaff-e7a8-406b-8b68-f2428de4994b,c6dec705-2642-4382-87c0-2c6d9fee3f74,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
0328b623-c014-459a-82ba-35bcb4f49f84,"#N/A",2d01c012-2b67-4e8a-936d-01f48fa029d6,8d174c97-4946-4657-94fd-0c8d3f139ad7,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0346a4cf-ca56-4e1c-9610-3f6391f903bd,"#N/A",8f25dda2-85bb-4b52-8e34-dd8147da11b5,48aac0ce-0d4b-4194-a5cf-fb988f60129e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
034f3ac5-f893-4b79-a200-9b6312bc9ab8,"#N/A",f2e56154-d986-4b5c-a7eb-69c90d4f80b3,defe6da8-4545-41d6-9a4f-a274b3ced603,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2000.0,2000.0,"#N/A"
035646b1-83a4-4a68-a7a4-e348d1fc4631,"#N/A",ab2574c6-05ec-4ce0-b675-c2c9ee53c3e4,c6dec705-2642-4382-87c0-2c6d9fee3f74,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
03600b91-9f47-48b1-a756-ad96b5410f8b,"#N/A",f92c83a8-7cc8-4ef5-98cb-a378cd636388,795eaacc-67f3-4322-a3ff-fcde1123a6eb,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
0369500e-f15a-406c-89c1-fd5587c26404,"#N/A",451ead06-726f-4a7f-bc72-1aeadec93b5e,855bb27b-fb3c-49ae-a9ca-303b252f029f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
036fd918-631f-4667-8afa-b2083602405f,"#N/A",35a3b8b9-026b-4e74-b2f0-e00583cc73e9,107d7e5a-cce3-4463-ae63-0076064f9630,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
037294a8-3357-4c45-bcca-748304379d5b,"#N/A",b27cc4a6-dada-400e-8ed9-a9127f59f5b8,6f47e53c-45b4-432c-b30c-4fffbe8bb674,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0375e941-4c87-4377-ab73-1b2b1c779e86,"#N/A",7f1e8cfd-5fce-4636-a4ed-de7bde77ee0d,48aac0ce-0d4b-4194-a5cf-fb988f60129e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
038aad37-49be-40dd-8765-dbd24d1fa252,"#N/A",d2dced50-6519-4630-90b0-a713fa61c41e,c6dec705-2642-4382-87c0-2c6d9fee3f74,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
03baa1a2-cd9d-4ceb-b218-67c21bf03b0d,"#N/A",ab2574c6-05ec-4ce0-b675-c2c9ee53c3e4,6f47e53c-45b4-432c-b30c-4fffbe8bb674,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03c14ec3-c2e7-4425-8e73-a72390abce0a,"#N/A",c1b97d40-f920-48d0-b2e3-28dee0063456,795eaacc-67f3-4322-a3ff-fcde1123a6eb,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
03fe511b-14b4-4a8d-9b7b-c763de76e399,"#N/A",67dddcbc-f7db-4dea-9096-0c9f9e181a8d,8d174c97-4946-4657-94fd-0c8d3f139ad7,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0401bf6f-1038-4f17-9498-aae1c4ef4e23,"#N/A",3a863004-2287-4fe1-859e-9806e089bb3d,855bb27b-fb3c-49ae-a9ca-303b252f029f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0405bd63-4b69-4c38-8cb1-24bbb28560f1,"#N/A",1b448ff7-78aa-478c-a34b-d7e1852f04ea,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
042b9582-99e8-4d04-ba44-793442aed52b,"#N/A",2065f4af-d6d7-481c-9a52-a18d8010a47f,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0432869a-8645-44f4-80a2-72fec8237dbc,"#N/A",409050e9-32ac-492f-8d62-8c8eba68d17f,855bb27b-fb3c-49ae-a9ca-303b252f029f,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",9588.0,799.0,"#N/A"
0433d8c1-33f1-4984-8358-57d2c619d7fa,"#N/A",5a6c62c7-e676-4d56-a15d-a276f3eccce6,795eaacc-67f3-4322-a3ff-fcde1123a6eb,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
04562626-9bc7-4caf-8aeb-7ee765ea821d,"#N/A",d4fa3f9e-ff4b-42da-b4a1-34137da86374,6f47e53c-45b4-432c-b30c-4fffbe8bb674,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0457d627-fd7e-4492-ad7a-4aecd63204c0,"#N/A",93eb5628-98dd-4fe7-9985-33673c78a1ac,855bb27b-fb3c-49ae-a9ca-303b252f029f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04728a4b-71e6-419c-961f-0a5b5baa24d3,"#N/A",6eda6d1c-ef3c-4f6c-8644-8fbdcc1d2b2d,8d174c97-4946-4657-94fd-0c8d3f139ad7,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7200.0,400.0,"#N/A"
047bc5c1-a662-46d3-80ef-a70002c190ce,"#N/A",10dc3e48-7c56-4f7d-8566-c493cdeff6d5,c6dec705-2642-4382-87c0-2c6d9fee3f74,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
047fd3f0-5329-4ea9-9a35-5cf02494f3ec,"#N/A",d4593724-da6e-42ca-af23-be9b7167bc69,795eaacc-67f3-4322-a3ff-fcde1123a6eb,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
0487e6d3-5a2d-4505-b491-85cb0aa81a71,"#N/A",efbcc296-a099-4b97-8829-aabafacf71df,8d174c97-4946-4657-94fd-0c8d3f139ad7,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
04b22fe5-8327-4767-b050-f55d683fccfa,"#N/A",12dca3ff-582a-4618-86e4-85630cd2e66f,48aac0ce-0d4b-4194-a5cf-fb988f60129e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
04b50d51-b6f2-47c9-b54c-2f50d6291ae5,"#N/A",12515eaa-36f1-44cf-9a7d-5cb41b16731e,b977666a-0c58-47fc-921c-5f0f24e4ecd3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04b59f1d-9d68-46fd-a345-a0e671a7c414,"#N/A",d0b81770-75b6-4ad1-ab54-b3121094d219,855bb27b-fb3c-49ae-a9ca-303b252f029f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04b9b47a-b3b5-48e4-adc9-af38d5cacb24,"#N/A",fc8985f6-97d8-43d6-8404-ba89ed0d5d04,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
04bf2af9-372c-4b8c-8ace-8b8fdc415abf,"#N/A",52498823-4aa1-455d-aabc-23de20153b87,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
04c608bc-d928-4440-a8b0-ac75e4281a68,"#N/A",9a7b9529-65bf-4f24-ae8d-72764e147e50,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
04f4a7e3-fe61-4cbd-9faf-ae911597f96b,"#N/A",dd109010-4478-4cf1-9be3-888ae7ddb05c,689f6479-7a66-4c8e-8c58-c2d681b07f29,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
04fe6fa2-b2e6-4a3a-bea6-2f18d0dd2c43,"#N/A",e4b3c2a1-4817-41ca-9a89-90dff2adece8,6d1d6853-ddbb-4e11-a295-b230d8240213,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
0520f697-8dcb-440c-9316-02f1d7834aef,"#N/A",44c40f53-5a60-4d6b-8d2a-b8a76356c656,6d1d6853-ddbb-4e11-a295-b230d8240213,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
05365538-e41f-4640-bb41-550bc317da99,"#N/A",6e732dbf-b36f-470f-a39b-09af903efab2,c6dec705-2642-4382-87c0-2c6d9fee3f74,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
05651d94-1ce3-4349-bbcd-67792493f95c,"#N/A",dd109010-4478-4cf1-9be3-888ae7ddb05c,c6dec705-2642-4382-87c0-2c6d9fee3f74,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
059532d3-fc8f-49f4-9fba-3745b02c7c88,"#N/A",2efffa6e-84fd-41e6-9bac-1831cec462e1,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05dce47c-4a94-491f-9378-b067687e5d8c,"#N/A",60ebd5b5-2c54-407a-94c9-514a6ef58845,b977666a-0c58-47fc-921c-5f0f24e4ecd3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05e51c9e-b849-4a51-8e91-258563a025cd,"#N/A",12dca3ff-582a-4618-86e4-85630cd2e66f,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05f5a027-5021-431c-9e76-e88cbf060b7d,"#N/A",efbcc296-a099-4b97-8829-aabafacf71df,48aac0ce-0d4b-4194-a5cf-fb988f60129e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
0607825f-ad08-43cf-946b-2154f47f379d,"#N/A",4c69682b-d2a7-4682-8e70-f774dadaa609,ee201864-89bd-4993-8e27-9b1cd9767e9b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
060912a9-d826-4a3b-aadb-6a1f272de534,"#N/A",fe2e6452-0e6f-4fea-b853-771585b08b47,8d174c97-4946-4657-94fd-0c8d3f139ad7,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
060cb6e4-e3d0-4fcd-9440-6fb7ed267964,"#N/A",47f31e9a-c9c4-45f5-834f-2723aa67f40a,689f6479-7a66-4c8e-8c58-c2d681b07f29,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0626e9f5-1ec6-4a64-aa23-76f6455a86f9,"#N/A",b7d6d404-33de-40a5-8c86-49652fa2e57a,48aac0ce-0d4b-4194-a5cf-fb988f60129e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
